,Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
6301850,MZ003106.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Jain,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-22T00:00:00Z,B.1.2,4.1.3/1.17/v0.1.10/0.3.17,True,WV-CDC-LC0039164,Severe acute respiratory syndrome-related coronavirus,29714,USA: West Virginia,USA,WV,Homo sapiens,oronasopharynx,2021-03-25
6303633,MZ006749.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Feo,Ed., Antico,J., Tran,C., Tolentino,M., Wickline,S., Gietzen,K., Sickler,B., Liu,J., Allen,E., Febbo,P., Washington,N.L., White,S., Levan,G., Barrett,K.S., Cirulli,E., Bolze,A., Ascencio,A., Rivera-Garcia,C., Cho,R., Nguyen,J., Wang,S., Ramirez,J., Cassens,T., Sandoval,E., Isaksson,M., Lee,W., Becker,D., Laurent,M., Lu,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-22T00:00:00Z,B.1.637,4.1.3/1.17/v0.1.10/0.3.17,True,PA-CDC-STM-000047894,Severe acute respiratory syndrome-related coronavirus,29809,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,2021-04-01
6307041,MW987364.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Jain,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-21T00:00:00Z,B.1.526,4.1.3/1.17/v0.1.10/0.3.17,,NJ-CDC-LC0030726,Severe acute respiratory syndrome-related coronavirus,29703,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2021-03-15
6309757,MW966475.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-20T00:00:00Z,B.1.1.7,4.1.3/1.17/v0.1.10/0.3.17,True,NJ-CDC-ASC210007612,Severe acute respiratory syndrome-related coronavirus,29882,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2021-03-14
6313303,MW972613.1,"Deng,X., Garcia-Knight,M.A., Khalid,M.M., Servellita,V., Wang,C., Morris,M.K., Sotomayor-Gonzalez,A., Glasner,D.R., Reyes,K.R., Gliwa,A.S., Reddy,N.P., Sanchez San Martin,C., Federman,S., Cheng,J., Balcerek,J., Taylor,J., Streithorst,J.A., Miller,S., Kumar,G.R., Sreekumar,B., Chen,P.Y., Schulze-Gahmen,U., Taha,T.Y., Hayashi,J., Simoneau,C.R., McMahon,S., Lidsky,P.V., Xiao,Y., Hemarajata,P., Green,N.M., Espinosa,A., Kath,C., Haw,M., Bell,J., Hacker,J.K., Hanson,C., Wadford,D.A., Anaya,C., Ferguson,D., Lareau,L.F., Frankino,P.A., Shivram,H., Wyman,S.K., Ott,M., Andino,R., Chiu,C.Y., IDLB COVIDNet,C.D.P.H., COVID Tracker Consortium,C.Z.B.","University of California, San Francisco, Laboratory Medicine",USA,2021-04-20T00:00:00Z,B.1.2,4.1.3/1.17/v0.1.10/0.3.17,,CA-IGI-2937,Severe acute respiratory syndrome-related coronavirus,29782,USA,USA,,Homo sapiens,oronasopharynx,2021-01-14
6314369,MW973679.1,"Deng,X., Garcia-Knight,M.A., Khalid,M.M., Servellita,V., Wang,C., Morris,M.K., Sotomayor-Gonzalez,A., Glasner,D.R., Reyes,K.R., Gliwa,A.S., Reddy,N.P., Sanchez San Martin,C., Federman,S., Cheng,J., Balcerek,J., Taylor,J., Streithorst,J.A., Miller,S., Kumar,G.R., Sreekumar,B., Chen,P.Y., Schulze-Gahmen,U., Taha,T.Y., Hayashi,J., Simoneau,C.R., McMahon,S., Lidsky,P.V., Xiao,Y., Hemarajata,P., Green,N.M., Espinosa,A., Kath,C., Haw,M., Bell,J., Hacker,J.K., Hanson,C., Wadford,D.A., Anaya,C., Ferguson,D., Lareau,L.F., Frankino,P.A., Shivram,H., Wyman,S.K., Ott,M., Andino,R., Chiu,C.Y., IDLB COVIDNet,C.D.P.H., COVID Tracker Consortium,C.Z.B.","University of California, San Francisco, Laboratory Medicine",USA,2021-04-20T00:00:00Z,B.1.36.31,4.1.3/1.17/v0.1.10/0.3.17,,CA-UCSF-UC982,Severe acute respiratory syndrome-related coronavirus,29818,USA,USA,,Homo sapiens,oronasopharynx,2021-01-05
6314640,MW973950.1,"Deng,X., Garcia-Knight,M.A., Khalid,M.M., Servellita,V., Wang,C., Morris,M.K., Sotomayor-Gonzalez,A., Glasner,D.R., Reyes,K.R., Gliwa,A.S., Reddy,N.P., Sanchez San Martin,C., Federman,S., Cheng,J., Balcerek,J., Taylor,J., Streithorst,J.A., Miller,S., Kumar,G.R., Sreekumar,B., Chen,P.Y., Schulze-Gahmen,U., Taha,T.Y., Hayashi,J., Simoneau,C.R., McMahon,S., Lidsky,P.V., Xiao,Y., Hemarajata,P., Green,N.M., Espinosa,A., Kath,C., Haw,M., Bell,J., Hacker,J.K., Hanson,C., Wadford,D.A., Anaya,C., Ferguson,D., Lareau,L.F., Frankino,P.A., Shivram,H., Wyman,S.K., Ott,M., Andino,R., Chiu,C.Y., IDLB COVIDNet,C.D.P.H., COVID Tracker Consortium,C.Z.B.","University of California, San Francisco, Laboratory Medicine",USA,2021-04-20T00:00:00Z,B.1.558,4.1.3/1.17/v0.1.10/0.3.17,,CA-CZB-14956,Severe acute respiratory syndrome-related coronavirus,29805,USA,USA,,Homo sapiens,oronasopharynx,2020-11-18
6316346,MW975945.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L., Livingston,K., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-20T00:00:00Z,B.1.575,4.1.3/1.17/v0.1.10/0.3.17,True,CT-CDC-QDX22631727,Severe acute respiratory syndrome-related coronavirus,29780,USA: Connecticut,USA,CT,Homo sapiens,oronasopharynx,2021-03-03
6316822,MW976421.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L., Livingston,K., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-20T00:00:00Z,B.1.623,4.1.3/1.17/v0.1.10/0.3.17,True,FL-CDC-QDX22948933,Severe acute respiratory syndrome-related coronavirus,29747,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2021-03-14
6317116,MW976715.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L., Livingston,K., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-20T00:00:00Z,B.1.526,4.1.3/1.17/v0.1.10/0.3.17,True,NV-CDC-QDX23179637,Severe acute respiratory syndrome-related coronavirus,29772,USA: Nevada,USA,NV,Homo sapiens,oronasopharynx,2021-03-20
6354079,MW943015.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Feo,Ed., Antico,J., Tran,C., Tolentino,M., Wickline,S., Gietzen,K., Sickler,B., Liu,J., Allen,E., Febbo,P., Washington,N.L., White,S., Levan,G., Barrett,K.S., Cirulli,E., Bolze,A., Ascencio,A., Rivera-Garcia,C., Cho,R., Nguyen,J., Wang,S., Ramirez,J., Cassens,T., Sandoval,E., Isaksson,M., Lee,W., Becker,D., Laurent,M., Lu,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-18T00:00:00Z,B.1.623,4.1.3/1.17/v0.1.10/0.3.17,True,NC-CDC-STM-000024261,Severe acute respiratory syndrome-related coronavirus,29838,USA: North Carolina,USA,NC,Homo sapiens,oronasopharynx,2021-02-24
6355442,MW944378.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Feo,Ed., Antico,J., Tran,C., Tolentino,M., Wickline,S., Gietzen,K., Sickler,B., Liu,J., Allen,E., Febbo,P., Washington,N.L., White,S., Levan,G., Barrett,K.S., Cirulli,E., Bolze,A., Ascencio,A., Rivera-Garcia,C., Cho,R., Nguyen,J., Wang,S., Ramirez,J., Cassens,T., Sandoval,E., Isaksson,M., Lee,W., Becker,D., Laurent,M., Lu,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-18T00:00:00Z,B.1.2,4.1.3/1.17/v0.1.10/0.3.17,True,FL-CDC-STM-000031994,Severe acute respiratory syndrome-related coronavirus,29901,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2021-03-09
6355666,MW944602.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Feo,Ed., Antico,J., Tran,C., Tolentino,M., Wickline,S., Gietzen,K., Sickler,B., Liu,J., Allen,E., Febbo,P., Washington,N.L., White,S., Levan,G., Barrett,K.S., Cirulli,E., Bolze,A., Ascencio,A., Rivera-Garcia,C., Cho,R., Nguyen,J., Wang,S., Ramirez,J., Cassens,T., Sandoval,E., Isaksson,M., Lee,W., Becker,D., Laurent,M., Lu,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-18T00:00:00Z,B.1.526,4.1.3/1.17/v0.1.10/0.3.17,True,FL-CDC-STM-000033256,Severe acute respiratory syndrome-related coronavirus,29868,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2021-03-11
6355850,MW944786.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Feo,Ed., Antico,J., Tran,C., Tolentino,M., Wickline,S., Gietzen,K., Sickler,B., Liu,J., Allen,E., Febbo,P., Washington,N.L., White,S., Levan,G., Barrett,K.S., Cirulli,E., Bolze,A., Ascencio,A., Rivera-Garcia,C., Cho,R., Nguyen,J., Wang,S., Ramirez,J., Cassens,T., Sandoval,E., Isaksson,M., Lee,W., Becker,D., Laurent,M., Lu,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-18T00:00:00Z,B.1.306,4.1.3/1.17/v0.1.10/0.3.17,True,FL-CDC-STM-000038240,Severe acute respiratory syndrome-related coronavirus,29900,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2021-02-19
6357286,MW932753.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-16T00:00:00Z,B.1.526,4.1.3/1.17/v0.1.10/0.3.17,True,FL-CDC-FG-018450,Severe acute respiratory syndrome-related coronavirus,29803,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2021-03-27
6357465,MW932932.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-16T00:00:00Z,B.1.429,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-FG-018710,Severe acute respiratory syndrome-related coronavirus,29813,USA: California,USA,CA,Homo sapiens,oronasopharynx,2021-03-29
6357950,MW933417.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-16T00:00:00Z,P.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-FG-019392,Severe acute respiratory syndrome-related coronavirus,29815,USA: California,USA,CA,Homo sapiens,oronasopharynx,2021-04-02
6367523,MW913878.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Jain,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-13T00:00:00Z,B.1.1.7,4.1.3/1.17/v0.1.10/0.3.17,True,OH-CDC-LC0032919,Severe acute respiratory syndrome-related coronavirus,29694,USA: Ohio,USA,OH,Homo sapiens,oronasopharynx,2021-03-17
6371540,MW902092.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Jain,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-12T00:00:00Z,B.1.243,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-LC0031972,Severe acute respiratory syndrome-related coronavirus,29714,USA: California,USA,CA,Homo sapiens,oronasopharynx,2021-03-14
6372031,MW902583.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Jain,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-12T00:00:00Z,B.1.517,4.1.3/1.17/v0.1.10/0.3.17,True,NJ-CDC-LC0033020,Severe acute respiratory syndrome-related coronavirus,29713,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2021-03-18
6374491,MW905164.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-12T00:00:00Z,B.1.1.7,4.1.3/1.17/v0.1.10/0.3.17,True,NJ-CDC-ASC210004451,Severe acute respiratory syndrome-related coronavirus,29868,USA: New Jersey,USA,NJ,Homo sapiens,,2021-03-10
6375754,MW906515.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L., Livingston,K., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-12T00:00:00Z,B.1.1.7,4.1.3/1.17/v0.1.10/0.3.17,True,MI-CDC-QDX23234008,Severe acute respiratory syndrome-related coronavirus,29763,USA: Michigan,USA,MI,Homo sapiens,oronasopharynx,2021-03-23
6375963,MW906795.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-12T00:00:00Z,B.1.1.7,4.1.3/1.17/v0.1.10/0.3.17,True,UT-CDC-ASC210016349,Severe acute respiratory syndrome-related coronavirus,29796,USA: Utah,USA,UT,Homo sapiens,,2021-03-21
6376134,MW906966.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-12T00:00:00Z,B.1.1.7,4.1.3/1.17/v0.1.10/0.3.17,True,MI-CDC-ASC210012568,Severe acute respiratory syndrome-related coronavirus,29849,USA: Michigan,USA,MI,Homo sapiens,,2021-03-19
6379273,MW910453.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-12T00:00:00Z,B.1.1.7,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-FG-011221,Severe acute respiratory syndrome-related coronavirus,29806,USA: California,USA,CA,Homo sapiens,oronasopharynx,2021-03-19
6379578,MW910758.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-12T00:00:00Z,B.1.1.7,4.1.3/1.17/v0.1.10/0.3.17,True,TX-CDC-FG-011586,Severe acute respiratory syndrome-related coronavirus,29794,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2021-03-07
6390350,MW890645.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L., Livingston,K., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-09T00:00:00Z,B.1.1.519,4.1.3/1.17/v0.1.10/0.3.17,True,MI-CDC-QDX23319891,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,USA,MI,Homo sapiens,oronasopharynx,2021-03-24
6390852,MW891362.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Feo,Ed., Antico,J., Tran,C., Tolentino,M., Wickline,S., Gietzen,K., Sickler,B., Liu,J., Allen,E., Febbo,P., Washington,N.L., White,S., Levan,G., Barrett,K.S., Cirulli,E., Bolze,A., Ascencio,A., Rivera-Garcia,C., Cho,R., Nguyen,J., Wang,S., Ramirez,J., Cassens,T., Sandoval,E., Isaksson,M., Lee,W., Becker,D., Laurent,M., Lu,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-09T00:00:00Z,B.1.429,4.1.3/1.17/v0.1.10/0.3.17,True,FL-CDC-STM-000041112,Severe acute respiratory syndrome-related coronavirus,29829,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2021-03-20
6391383,MW891933.1,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-04-09T00:00:00Z,B.1.2,4.1.3/1.17/v0.1.10/0.3.17,True,MI-CDC-ASC210012832,Severe acute respiratory syndrome-related coronavirus,29700,USA: Michigan,USA,MI,Homo sapiens,,2021-03-17
6391756,MW892347.1,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2021-04-09T00:00:00Z,B.1.525,4.1.3/1.17/v0.1.10/0.3.17,,RI-CDCBI-RIDOH_01136,Severe acute respiratory syndrome-related coronavirus,29709,USA: Rhode Island,USA,RI,Homo sapiens,,2021-03-16
